1.000000E+0	 4.273967E+0	 5.000000E+0	 6.794154E-11	 4.997180E+0	 6.750381E-11
2.000000E+0	 4.888235E+0	 5.000000E+0	 7.536918E-11	 4.997171E+0	 6.035683E-11
3.000000E+0	 5.486470E+0	 5.000000E+0	 6.844800E-11	 4.997156E+0	 7.851174E-11
4.000000E+0	 6.087997E+0	 5.000000E+0	 7.279483E-11	 4.997156E+0	 5.935343E-11
5.000000E+0	 6.687119E+0	 5.000000E+0	 6.473438E-11	 4.997203E+0	 5.579759E-11
6.000000E+0	 7.287532E+0	 5.000000E+0	 6.194892E-11	 4.997211E+0	 5.539857E-11
7.000000E+0	 7.888622E+0	 5.000000E+0	 6.583159E-11	 4.997213E+0	 5.658971E-11
8.000000E+0	 8.488246E+0	 5.000000E+0	 6.591586E-11	 4.997206E+0	 5.785129E-11
9.000000E+0	 9.087122E+0	 5.000000E+0	 6.874351E-11	 4.997205E+0	 5.476480E-11
1.000000E+1	 9.687651E+0	 5.000000E+0	 6.773068E-11	 4.997248E+0	 5.499956E-11
1.100000E+1	 1.028725E+1	 5.000000E+0	 6.667564E-11	 4.997193E+0	 5.383187E-11
1.200000E+1	 1.088775E+1	 5.000000E+0	 6.853237E-11	 4.997190E+0	 5.095666E-11
1.300000E+1	 1.148625E+1	 5.000000E+0	 6.308842E-11	 4.997247E+0	 4.885597E-11
1.400000E+1	 1.208800E+1	 5.000000E+0	 6.941861E-11	 4.997237E+0	 4.808144E-11
1.500000E+1	 1.268687E+1	 5.000000E+0	 5.616738E-11	 4.997200E+0	 5.325682E-11
1.600000E+1	 1.328700E+1	 5.000000E+0	 6.713985E-11	 4.997298E+0	 4.606290E-11
1.700000E+1	 1.388548E+1	 5.000000E+0	 7.300577E-11	 4.997294E+0	 7.079561E-11
1.800000E+1	 1.448757E+1	 5.000000E+0	 6.887013E-11	 4.997252E+0	 4.910828E-11
1.900000E+1	 1.508719E+1	 5.000000E+0	 7.275255E-11	 4.997175E+0	 5.191306E-11
2.000000E+1	 1.568724E+1	 5.000000E+0	 6.726636E-11	 4.997240E+0	 5.178986E-11
2.100000E+1	 1.628542E+1	 5.000000E+0	 6.756193E-11	 4.997215E+0	 4.858607E-11
2.200000E+1	 1.688695E+1	 5.000000E+0	 6.625359E-11	 4.997227E+0	 5.083343E-11
2.300000E+1	 1.748760E+1	 5.000000E+0	 7.022052E-11	 4.997181E+0	 4.975376E-11
2.400000E+1	 1.799850E+1	 5.000000E+0	 6.612708E-11	 4.997214E+0	 5.144368E-11
2.500000E+1	 1.868600E+1	 5.000000E+0	 7.161313E-11	 4.997216E+0	 5.098599E-11
2.600000E+1	 1.928748E+1	 5.000000E+0	 6.697087E-11	 4.997182E+0	 5.147303E-11
2.700000E+1	 1.988639E+1	 5.000000E+0	 6.768830E-11	 4.997170E+0	 4.784673E-11
2.800000E+1	 2.048667E+1	 5.000000E+0	 7.009385E-11	 4.997205E+0	 4.815772E-11
2.900000E+1	 2.108732E+1	 5.000000E+0	 7.017831E-11	 4.997217E+0	 4.873278E-11
3.000000E+1	 2.168626E+1	 5.000000E+0	 6.684428E-11	 4.997190E+0	 4.803449E-11
3.100000E+1	 2.228764E+1	 5.000000E+0	 6.604242E-11	 4.997181E+0	 4.781151E-11
3.200000E+1	 2.288812E+1	 5.000000E+0	 7.013604E-11	 4.997247E+0	 4.710153E-11
3.300000E+1	 2.348670E+1	 5.000000E+0	 6.355264E-11	 4.997309E+0	 4.843349E-11
3.400000E+1	 2.408712E+1	 5.000000E+0	 6.642242E-11	 4.997293E+0	 4.768243E-11
3.500000E+1	 2.468700E+1	 5.000000E+0	 6.642253E-11	 4.997291E+0	 2.926933E-11
3.600000E+1	 2.528673E+1	 5.000000E+0	 4.570144E-11	 4.997320E+0	 5.660146E-11
3.700000E+1	 2.588775E+1	 5.000000E+0	 7.819653E-11	 4.997249E+0	 7.014429E-11
3.800000E+1	 2.648677E+1	 5.000000E+0	 7.701506E-11	 4.997262E+0	 4.754161E-11
3.900000E+1	 2.708590E+1	 5.000000E+0	 7.330136E-11	 4.997285E+0	 5.874318E-11
4.000000E+1	 2.768711E+1	 5.000000E+0	 7.013617E-11	 4.997238E+0	 4.654407E-11
4.100000E+1	 2.828750E+1	 5.000000E+0	 7.216167E-11	 4.997274E+0	 1.007683E-10
4.200000E+1	 2.888831E+1	 5.000000E+0	 6.865924E-11	 4.997216E+0	 4.272417E-11
4.300000E+1	 2.948679E+1	 5.000000E+0	 6.570494E-11	 4.997257E+0	 4.823399E-11
4.400000E+1	 3.008546E+1	 5.000000E+0	 7.300577E-11	 4.997247E+0	 4.554656E-11
4.500000E+1	 3.068662E+1	 5.000000E+0	 6.988293E-11	 4.997262E+0	 4.405611E-11
4.600000E+1	 3.119811E+1	 5.000000E+0	 6.903880E-11	 4.997274E+0	 4.396813E-11
4.700000E+1	 3.188760E+1	 5.000000E+0	 6.988285E-11	 4.997257E+0	 4.266546E-11
4.800000E+1	 3.248833E+1	 5.000000E+0	 6.979853E-11	 4.997237E+0	 4.593971E-11
4.900000E+1	 3.326472E+1	 5.000000E+0	 7.157083E-11	 4.997240E+0	 4.544681E-11
5.000000E+1	 3.368757E+1	 5.000000E+0	 7.279480E-11	 4.997261E+0	 4.444929E-11
5.100000E+1	 3.428835E+1	 5.000000E+0	 7.022050E-11	 4.997295E+0	 4.518276E-11
5.200000E+1	 3.488787E+1	 5.000000E+0	 6.680215E-11	 4.997234E+0	 4.193788E-11
5.300000E+1	 3.566218E+1	 5.000000E+0	 6.844800E-11	 4.997308E+0	 4.226058E-11
5.400000E+1	 3.626368E+1	 5.000000E+0	 7.072681E-11	 4.997284E+0	 4.254226E-11
5.500000E+1	 3.668750E+1	 5.000000E+0	 7.005163E-11	 4.997204E+0	 4.243663E-11
5.600000E+1	 3.728722E+1	 5.000000E+0	 5.756010E-11	 4.997228E+0	 4.150366E-11
5.700000E+1	 3.788540E+1	 5.000000E+0	 7.342787E-11	 4.997228E+0	 3.675076E-11
5.800000E+1	 3.848738E+1	 5.000000E+0	 6.874334E-11	 4.997204E+0	 3.993108E-11
5.900000E+1	 3.908746E+1	 5.000000E+0	 7.372333E-11	 4.997227E+0	 3.526621E-11
6.000000E+1	 3.968775E+1	 5.000000E+0	 7.093773E-11	 4.997252E+0	 4.710150E-11
6.100000E+1	 4.028812E+1	 5.000000E+0	 7.275261E-11	 4.997192E+0	 4.379796E-11
6.200000E+1	 4.088613E+1	 5.000000E+0	 6.743522E-11	 4.997169E+0	 3.902744E-11
