-1.000000E-2	 -1.267236E-5	 -4.327870E-3
-9.800000E-3	 -1.241744E-5	 -4.241924E-3
-9.600000E-3	 -1.216215E-5	 -4.157467E-3
-9.400000E-3	 -1.190880E-5	 -4.067509E-3
-9.200000E-3	 -1.165812E-5	 -3.983022E-3
-9.000000E-3	 -1.140843E-5	 -3.896845E-3
-8.800000E-3	 -1.114608E-5	 -3.806859E-3
-8.599999E-3	 -1.089031E-5	 -3.719474E-3
-8.400000E-3	 -1.063399E-5	 -3.631158E-3
-8.200000E-3	 -1.038131E-5	 -3.544388E-3
-7.999999E-3	 -1.012712E-5	 -3.459173E-3
-7.800000E-3	 -9.852098E-6	 -3.365905E-3
-7.600000E-3	 -9.599537E-6	 -3.280377E-3
-7.400000E-3	 -9.344983E-6	 -3.193101E-3
-7.200000E-3	 -9.092028E-6	 -3.108075E-3
-7.000000E-3	 -8.846234E-6	 -3.020546E-3
-6.800000E-3	 -8.585247E-6	 -2.935584E-3
-6.600000E-3	 -8.333399E-6	 -2.847383E-3
-6.400000E-3	 -8.078916E-6	 -2.761408E-3
-6.200000E-3	 -7.822736E-6	 -2.673042E-3
-6.000000E-3	 -7.568246E-6	 -2.584768E-3
-5.800000E-3	 -7.316019E-6	 -2.498411E-3
-5.600000E-3	 -7.061243E-6	 -2.410481E-3
-5.400000E-3	 -6.807211E-6	 -2.324688E-3
-5.200000E-3	 -6.552413E-6	 -2.239108E-3
-5.000000E-3	 -6.299502E-6	 -2.153413E-3
-4.800000E-3	 -6.046597E-6	 -2.066281E-3
-4.600000E-3	 -5.797146E-6	 -1.977939E-3
-4.400000E-3	 -5.536751E-6	 -1.891215E-3
-4.200000E-3	 -5.282401E-6	 -1.803711E-3
-4.000000E-3	 -5.034052E-6	 -1.718141E-3
-3.800000E-3	 -4.786367E-6	 -1.631977E-3
-3.600000E-3	 -4.527341E-6	 -1.546357E-3
-3.400000E-3	 -4.274663E-6	 -1.459174E-3
-3.200000E-3	 -4.019185E-6	 -1.372493E-3
-3.000000E-3	 -3.764388E-6	 -1.285944E-3
-2.800000E-3	 -3.515462E-6	 -1.200357E-3
-2.600000E-3	 -3.260500E-6	 -1.112847E-3
-2.400000E-3	 -3.006237E-6	 -1.024612E-3
-2.200000E-3	 -2.751084E-6	 -9.390129E-4
-2.000000E-3	 -2.496000E-6	 -8.515220E-4
-1.800000E-3	 -2.241322E-6	 -7.640723E-4
-1.600000E-3	 -1.988734E-6	 -6.784127E-4
-1.400000E-3	 -1.734178E-6	 -5.907932E-4
-1.200000E-3	 -1.479019E-6	 -5.052213E-4
-1.000000E-3	 -1.225583E-6	 -4.175253E-4
-8.000000E-4	 -9.522657E-7	 -3.237865E-4
-6.000000E-4	 -7.037586E-7	 -2.393480E-4
-4.000000E-4	 -4.554746E-7	 -1.542460E-4
-2.000000E-4	 -2.060684E-7	 -6.890100E-5
-2.910383E-11	 3.148836E-8	 1.446502E-5
2.000000E-4	 2.544354E-7	 8.921783E-5
4.000000E-4	 5.020505E-7	 1.731875E-4
6.000000E-4	 7.485816E-7	 2.578441E-4
7.999999E-4	 9.523332E-7	 3.272124E-4
9.999999E-4	 1.233449E-6	 4.237703E-4
1.200000E-3	 1.487034E-6	 5.103836E-4
1.400000E-3	 1.741443E-6	 5.972263E-4
1.600000E-3	 1.994824E-6	 6.846579E-4
1.800000E-3	 2.249290E-6	 7.715041E-4
2.000000E-3	 2.504823E-6	 8.592734E-4
2.200000E-3	 2.759214E-6	 9.463129E-4
2.400000E-3	 3.011950E-6	 1.032469E-3
2.600000E-3	 3.266264E-6	 1.119676E-3
2.800000E-3	 3.519933E-6	 1.206842E-3
3.000000E-3	 3.772848E-6	 1.293529E-3
3.200000E-3	 4.026369E-6	 1.379427E-3
3.400000E-3	 4.280517E-6	 1.466582E-3
3.600000E-3	 4.533643E-6	 1.554348E-3
3.800000E-3	 4.787653E-6	 1.640989E-3
4.000000E-3	 5.035955E-6	 1.724766E-3
4.200000E-3	 5.289249E-6	 1.811355E-3
4.400000E-3	 5.543134E-6	 1.898025E-3
4.600000E-3	 5.797424E-6	 1.984973E-3
4.800000E-3	 6.050443E-6	 2.070975E-3
5.000000E-3	 6.305812E-6	 2.159817E-3
5.200000E-3	 6.557484E-6	 2.245772E-3
5.400000E-3	 6.810675E-6	 2.332204E-3
5.600000E-3	 7.064234E-6	 2.419421E-3
5.800000E-3	 7.318627E-6	 2.504554E-3
6.000000E-3	 7.573745E-6	 2.591668E-3
6.200000E-3	 7.827081E-6	 2.680940E-3
6.400000E-3	 8.081142E-6	 2.767907E-3
6.600000E-3	 8.335731E-6	 2.854086E-3
6.800000E-3	 8.588825E-6	 2.940218E-3
7.000000E-3	 8.841914E-6	 3.026470E-3
7.200000E-3	 9.094299E-6	 3.112383E-3
7.400000E-3	 9.348589E-6	 3.200622E-3
7.600000E-3	 9.602063E-6	 3.288324E-3
7.800000E-3	 9.857139E-6	 3.374159E-3
7.999999E-3	 1.011111E-5	 3.460056E-3
8.200000E-3	 1.036631E-5	 3.547417E-3
8.400000E-3	 1.065087E-5	 3.644045E-3
8.599999E-3	 1.090452E-5	 3.729919E-3
8.800000E-3	 1.115946E-5	 3.817202E-3
9.000000E-3	 1.141225E-5	 3.904225E-3
9.199999E-3	 1.166850E-5	 3.992345E-3
9.400000E-3	 1.192220E-5	 4.079532E-3
9.600000E-3	 1.217588E-5	 4.167385E-3
9.800000E-3	 1.243121E-5	 4.254226E-3
1.000000E-2	 1.268478E-5	 4.339842E-3
1.020000E-2	 1.294074E-5	 4.429101E-3
1.000000E-2	 1.268565E-5	 4.341300E-3
9.800000E-3	 1.243187E-5	 4.255815E-3
9.600000E-3	 1.217474E-5	 4.165560E-3
9.400000E-3	 1.192159E-5	 4.079833E-3
9.199999E-3	 1.166960E-5	 3.993373E-3
9.000000E-3	 1.141404E-5	 3.906094E-3
8.800000E-3	 1.115827E-5	 3.818139E-3
8.599999E-3	 1.090430E-5	 3.731910E-3
8.400000E-3	 1.064832E-5	 3.643371E-3
8.200000E-3	 1.039402E-5	 3.556936E-3
7.999999E-3	 1.014041E-5	 3.469123E-3
7.800000E-3	 9.856103E-6	 3.372640E-3
7.600000E-3	 9.601628E-6	 3.282366E-3
7.400000E-3	 9.346986E-6	 3.195831E-3
7.200000E-3	 9.093958E-6	 3.110592E-3
7.000000E-3	 8.841131E-6	 3.022785E-3
6.800000E-3	 8.588008E-6	 2.937310E-3
6.600000E-3	 8.334699E-6	 2.852421E-3
6.400000E-3	 8.079975E-6	 2.764595E-3
6.200000E-3	 7.826479E-6	 2.677639E-3
6.000000E-3	 7.571653E-6	 2.591942E-3
5.800000E-3	 7.318306E-6	 2.503498E-3
5.600000E-3	 7.063712E-6	 2.417360E-3
5.400000E-3	 6.811089E-6	 2.329211E-3
5.200000E-3	 6.555441E-6	 2.242646E-3
5.000000E-3	 6.304226E-6	 2.157336E-3
4.800000E-3	 6.048972E-6	 2.069894E-3
4.600000E-3	 5.795338E-6	 1.982138E-3
4.400000E-3	 5.542402E-6	 1.895488E-3
4.200000E-3	 5.288558E-6	 1.809844E-3
4.000000E-3	 5.035363E-6	 1.723711E-3
3.800000E-3	 4.789392E-6	 1.640130E-3
3.600000E-3	 4.534716E-6	 1.552360E-3
3.400000E-3	 4.281014E-6	 1.465790E-3
3.200000E-3	 4.025359E-6	 1.378244E-3
3.000000E-3	 3.772087E-6	 1.291552E-3
2.800000E-3	 3.520801E-6	 1.204845E-3
2.600000E-3	 3.266878E-6	 1.117923E-3
2.400000E-3	 3.011633E-6	 1.031206E-3
2.200000E-3	 2.757890E-6	 9.453503E-4
2.000000E-3	 2.504744E-6	 8.577233E-4
1.800000E-3	 2.250205E-6	 7.702826E-4
1.600000E-3	 1.995073E-6	 6.836287E-4
1.400000E-3	 1.741465E-6	 5.969257E-4
1.200000E-3	 1.486871E-6	 5.098964E-4
9.999999E-4	 1.233577E-6	 4.233866E-4
7.999999E-4	 9.514555E-7	 3.272165E-4
6.000000E-4	 7.487423E-7	 2.571895E-4
4.000000E-4	 5.020453E-7	 1.729571E-4
2.000000E-4	 2.558488E-7	 8.869475E-5
-2.910383E-11	 7.970787E-9	 4.306903E-6
-2.000000E-4	 -2.062536E-7	 -6.983249E-5
-4.000000E-4	 -4.545191E-7	 -1.543080E-4
-6.000000E-4	 -7.039892E-7	 -2.392951E-4
-8.000000E-4	 -9.570948E-7	 -3.242047E-4
-1.000000E-3	 -1.225819E-6	 -4.173889E-4
-1.200000E-3	 -1.481038E-6	 -5.047245E-4
-1.400000E-3	 -1.733126E-6	 -5.907445E-4
-1.600000E-3	 -1.988165E-6	 -6.784174E-4
-1.800000E-3	 -2.240782E-6	 -7.651325E-4
-2.000000E-3	 -2.496268E-6	 -8.517113E-4
-2.200000E-3	 -2.750104E-6	 -9.380784E-4
-2.400000E-3	 -3.004769E-6	 -1.025133E-3
-2.600000E-3	 -3.259414E-6	 -1.111861E-3
-2.800000E-3	 -3.513685E-6	 -1.198680E-3
-3.000000E-3	 -3.763295E-6	 -1.284432E-3
-3.200000E-3	 -4.020309E-6	 -1.372476E-3
-3.400000E-3	 -4.274363E-6	 -1.458844E-3
-3.600000E-3	 -4.526827E-6	 -1.546414E-3
-3.800000E-3	 -4.780578E-6	 -1.631139E-3
-4.000000E-3	 -5.034160E-6	 -1.718678E-3
-4.200000E-3	 -5.282087E-6	 -1.802669E-3
-4.400000E-3	 -5.536202E-6	 -1.889875E-3
-4.600000E-3	 -5.791255E-6	 -1.975910E-3
-4.800000E-3	 -6.045154E-6	 -2.065515E-3
-5.000000E-3	 -6.304711E-6	 -2.152493E-3
-5.200000E-3	 -6.551513E-6	 -2.236760E-3
-5.400000E-3	 -6.804960E-6	 -2.324417E-3
-5.600000E-3	 -7.060211E-6	 -2.410484E-3
-5.800000E-3	 -7.315234E-6	 -2.499596E-3
-6.000000E-3	 -7.569652E-6	 -2.585177E-3
-6.200000E-3	 -7.820580E-6	 -2.670743E-3
-6.400000E-3	 -8.077512E-6	 -2.759828E-3
-6.600000E-3	 -8.332037E-6	 -2.845218E-3
-6.800000E-3	 -8.584555E-6	 -2.933161E-3
-7.000000E-3	 -8.838817E-6	 -3.018891E-3
-7.200000E-3	 -9.093194E-6	 -3.105738E-3
-7.400000E-3	 -9.345100E-6	 -3.189714E-3
-7.600000E-3	 -9.598784E-6	 -3.277873E-3
-7.800000E-3	 -9.854432E-6	 -3.365029E-3
-7.999999E-3	 -1.010749E-5	 -3.452971E-3
-8.200000E-3	 -1.035835E-5	 -3.538653E-3
-8.400000E-3	 -1.063563E-5	 -3.632807E-3
-8.599999E-3	 -1.089074E-5	 -3.721467E-3
-8.800000E-3	 -1.114530E-5	 -3.806827E-3
-9.000000E-3	 -1.140126E-5	 -3.896189E-3
-9.200000E-3	 -1.165558E-5	 -3.983128E-3
-9.400000E-3	 -1.190830E-5	 -4.069016E-3
-9.600000E-3	 -1.216419E-5	 -4.157147E-3
-9.800000E-3	 -1.241874E-5	 -4.243731E-3
-1.000000E-2	 -1.267317E-5	 -4.331932E-3
-9.800000E-3	 -1.241969E-5	 -4.244354E-3
-9.600000E-3	 -1.216579E-5	 -4.158727E-3
-9.400000E-3	 -1.191133E-5	 -4.074655E-3
-9.200000E-3	 -1.166315E-5	 -3.985749E-3
-9.000000E-3	 -1.140497E-5	 -3.897648E-3
-8.800000E-3	 -1.114825E-5	 -3.811875E-3
-8.599999E-3	 -1.089229E-5	 -3.724418E-3
-8.400000E-3	 -1.063696E-5	 -3.637473E-3
-8.200000E-3	 -1.038437E-5	 -3.549258E-3
-7.999999E-3	 -1.013197E-5	 -3.463802E-3
-7.800000E-3	 -9.855044E-6	 -3.368632E-3
-7.600000E-3	 -9.604179E-6	 -3.283382E-3
-7.400000E-3	 -9.348350E-6	 -3.194659E-3
-7.200000E-3	 -9.094975E-6	 -3.107161E-3
-7.000000E-3	 -8.840739E-6	 -3.021146E-3
-6.800000E-3	 -8.587902E-6	 -2.934875E-3
-6.600000E-3	 -8.333056E-6	 -2.847940E-3
-6.400000E-3	 -8.079917E-6	 -2.761879E-3
-6.200000E-3	 -7.822754E-6	 -2.675081E-3
-6.000000E-3	 -7.571455E-6	 -2.589462E-3
-5.800000E-3	 -7.317808E-6	 -2.501623E-3
-5.600000E-3	 -7.063232E-6	 -2.413881E-3
-5.400000E-3	 -6.809251E-6	 -2.328671E-3
-5.200000E-3	 -6.554447E-6	 -2.240561E-3
-5.000000E-3	 -6.302609E-6	 -2.154600E-3
-4.800000E-3	 -6.048176E-6	 -2.067755E-3
-4.600000E-3	 -5.792836E-6	 -1.980607E-3
